Room_Width,Room_Height,Furniture_Placement
13,9,"Chair(9,6);Wardrobe(1,2);Sofa(10,5);Bed(5,7)"
8,8,"Sofa(0,6);Bed(2,5);Bed(3,6);Chair(6,4)"
11,14,"Bed(1,1);Dining Table(7,3);Dining Table(6,4);Bed(7,4)"
10,10,"Wardrobe(3,4);Table(0,3);Sofa(1,0)"
12,10,"Bed(8,0);Desk(1,7);Table(2,4)"
11,9,"Table(8,4);Bookshelf(5,2);Table(4,5);Chair(8,8)"
8,10,"Wardrobe(5,2);Sofa(3,4);Bed(3,1);Dining Table(4,4);Dining Table(5,5)"
12,13,"Bed(1,10);Wardrobe(10,0);Bed(4,5);Bed(6,3)"
10,11,"Wardrobe(3,3);Bed(4,6);Chair(0,2);Dining Table(5,2);Bookshelf(6,6)"
13,12,"Chair(1,6);Desk(6,7);Table(11,8);Bookshelf(8,3);Sofa(9,5)"
14,8,"Chair(13,7);Chair(1,7);Sofa(5,1);Desk(5,4)"
10,9,"Dining Table(6,1);Wardrobe(1,5);Bed(0,7);Wardrobe(1,4)"
10,10,"Chair(5,3);Sofa(2,2);Table(8,5);Table(3,6)"
9,11,"Chair(2,3);Bed(3,0);Sofa(3,2);Bookshelf(0,0)"
9,14,"Bed(3,6);Sofa(3,7);Bookshelf(5,5);Sofa(0,11)"
9,12,"Table(7,10);Sofa(3,10);Bookshelf(1,4);Table(0,4);Desk(2,6)"
12,12,"Wardrobe(0,4);Sofa(1,5);Desk(5,2);Desk(1,5);Dining Table(2,2)"
12,12,"Dining Table(5,5);Table(2,4);Bed(4,8)"
11,13,"Chair(9,9);Bookshelf(4,6);Desk(1,1);Chair(6,11)"
12,12,"Desk(8,6);Dining Table(1,6);Dining Table(1,4);Wardrobe(2,2)"
9,13,"Sofa(3,7);Desk(0,6);Desk(1,12);Dining Table(5,4);Table(4,7)"
12,14,"Bookshelf(4,10);Wardrobe(6,3);Table(10,5);Chair(8,6)"
13,13,"Chair(7,6);Sofa(8,2);Dining Table(0,3)"
13,10,"Wardrobe(10,0);Table(0,6);Dining Table(7,3)"
14,14,"Desk(4,3);Bed(0,8);Wardrobe(5,7);Dining Table(11,0)"
12,14,"Wardrobe(8,2);Bookshelf(5,8);Bed(0,1)"
8,10,"Desk(4,7);Dining Table(2,6);Bookshelf(5,3);Sofa(3,7)"
8,11,"Desk(0,6);Sofa(4,8);Dining Table(3,7);Desk(2,3)"
9,8,"Desk(3,5);Bookshelf(3,1);Desk(3,3);Desk(5,4)"
12,11,"Wardrobe(8,6);Dining Table(7,1);Desk(4,1);Chair(10,1)"
9,11,"Dining Table(1,3);Dining Table(4,6);Chair(7,1);Bookshelf(7,0);Sofa(6,3)"
12,12,"Table(5,0);Chair(5,11);Desk(6,5);Desk(7,5)"
12,12,"Chair(8,8);Dining Table(3,1);Table(10,1);Wardrobe(8,3)"
10,8,"Table(3,1);Sofa(1,5);Wardrobe(3,5);Table(8,2)"
10,11,"Dining Table(5,1);Table(5,0);Table(0,2);Wardrobe(2,1);Dining Table(4,2)"
14,12,"Bookshelf(12,3);Bookshelf(0,8);Bed(4,0);Bookshelf(2,8);Bookshelf(3,6)"
11,8,"Table(6,2);Sofa(7,0);Dining Table(2,4);Sofa(0,1);Bed(4,6)"
14,8,"Bookshelf(11,0);Desk(5,0);Desk(5,6);Bookshelf(3,6)"
10,12,"Sofa(3,9);Chair(4,6);Bed(3,7)"
10,10,"Table(2,8);Desk(1,5);Sofa(4,1);Chair(8,4);Table(8,7)"
8,10,"Bed(4,6);Sofa(3,2);Desk(4,5);Desk(5,3)"
8,12,"Chair(5,5);Bookshelf(5,3);Table(5,9);Table(3,1);Desk(3,4)"
13,10,"Chair(3,3);Desk(9,0);Bed(3,1)"
9,13,"Bookshelf(0,7);Chair(4,6);Dining Table(2,10);Table(5,1);Bed(4,7)"
9,10,"Table(6,0);Bookshelf(2,7);Table(5,4)"
10,12,"Chair(1,4);Wardrobe(5,7);Sofa(4,0);Table(0,2)"
13,12,"Sofa(4,10);Bookshelf(3,6);Table(3,3)"
11,14,"Bed(6,1);Dining Table(1,0);Dining Table(1,4);Dining Table(5,9);Chair(9,1)"
12,14,"Sofa(3,4);Desk(8,2);Dining Table(5,6);Table(8,6);Bed(8,1)"
13,9,"Chair(8,3);Table(3,3);Bookshelf(1,7);Chair(6,7)"
11,14,"Wardrobe(2,9);Chair(10,3);Desk(1,11)"
12,13,"Dining Table(0,3);Bed(3,7);Chair(0,4)"
9,11,"Dining Table(0,4);Dining Table(3,8);Bed(0,3)"
10,14,"Sofa(1,5);Desk(5,9);Bookshelf(3,3);Desk(4,11)"
12,10,"Sofa(2,0);Bed(0,8);Wardrobe(1,2);Bed(0,3);Table(2,7)"
10,13,"Sofa(7,8);Dining Table(4,5);Table(4,9);Table(5,7);Sofa(5,6)"
8,10,"Table(4,8);Bookshelf(1,6);Desk(5,2);Wardrobe(2,4)"
8,11,"Wardrobe(0,8);Bed(4,9);Sofa(4,1);Dining Table(4,3);Bed(0,1)"
10,9,"Bed(1,0);Chair(4,8);Table(3,1);Dining Table(2,6)"
12,11,"Chair(8,7);Dining Table(4,1);Chair(5,9);Chair(10,8)"
8,13,"Table(0,6);Dining Table(4,8);Chair(5,1);Dining Table(4,8)"
11,9,"Wardrobe(1,1);Bookshelf(4,2);Bed(7,6);Dining Table(6,2);Table(7,6)"
9,9,"Table(1,2);Chair(5,7);Table(7,3);Table(3,5)"
10,9,"Desk(3,3);Bed(0,5);Wardrobe(1,0);Chair(0,7);Chair(3,5)"
13,8,"Dining Table(6,2);Table(5,4);Sofa(9,4);Desk(6,1)"
12,11,"Bed(3,4);Table(8,6);Chair(10,10);Bed(0,4)"
8,14,"Wardrobe(2,11);Dining Table(3,10);Dining Table(1,11)"
11,11,"Bed(3,8);Sofa(4,8);Desk(6,1)"
11,9,"Bookshelf(8,6);Table(8,2);Wardrobe(8,1)"
14,11,"Bookshelf(10,6);Sofa(7,8);Bookshelf(2,2);Chair(10,0);Wardrobe(0,2)"
10,12,"Dining Table(4,4);Chair(0,7);Bed(0,2);Table(2,2)"
9,12,"Table(2,3);Table(7,5);Chair(1,11)"
11,9,"Bed(6,4);Dining Table(7,3);Dining Table(5,1);Chair(0,6)"
13,9,"Wardrobe(6,1);Bookshelf(3,3);Sofa(0,5)"
13,9,"Bookshelf(2,2);Desk(3,0);Desk(8,2);Table(11,7)"
8,9,"Chair(4,2);Dining Table(4,1);Dining Table(2,1);Table(6,1);Table(3,0)"
10,14,"Chair(7,7);Dining Table(3,4);Table(8,0);Bed(2,3);Wardrobe(2,9)"
8,8,"Bookshelf(0,1);Sofa(3,3);Desk(3,6)"
9,12,"Dining Table(1,3);Bed(0,8);Bookshelf(3,9);Wardrobe(2,7);Wardrobe(0,6)"
8,9,"Bookshelf(4,0);Desk(5,0);Sofa(5,5);Table(2,5);Sofa(5,3)"
13,9,"Dining Table(5,3);Desk(2,8);Bed(6,5)"
8,13,"Wardrobe(5,2);Chair(4,0);Bookshelf(2,11)"
12,11,"Dining Table(7,3);Dining Table(6,3);Dining Table(3,4)"
8,8,"Dining Table(3,3);Desk(2,7);Dining Table(3,4);Bookshelf(5,6)"
12,12,"Sofa(2,6);Wardrobe(2,1);Wardrobe(1,4);Wardrobe(3,7)"
12,14,"Wardrobe(10,2);Bookshelf(10,7);Table(9,6);Sofa(4,12)"
14,14,"Sofa(1,3);Wardrobe(2,2);Bookshelf(0,12);Desk(7,3)"
13,11,"Sofa(1,8);Sofa(8,0);Wardrobe(5,7)"
11,8,"Sofa(8,3);Bookshelf(0,5);Sofa(0,6)"
12,12,"Desk(1,3);Sofa(1,4);Chair(0,1);Bed(6,6);Wardrobe(9,0)"
13,12,"Desk(3,6);Desk(2,11);Sofa(4,0);Dining Table(6,5)"
11,11,"Table(7,2);Wardrobe(1,4);Bed(6,7);Chair(8,8);Chair(10,8)"
10,12,"Bookshelf(0,9);Bookshelf(0,6);Table(4,2);Dining Table(3,2)"
12,14,"Bed(4,12);Wardrobe(9,3);Bed(2,11);Sofa(6,6)"
14,11,"Sofa(11,0);Table(2,0);Bookshelf(0,4)"
10,12,"Chair(0,5);Sofa(1,2);Desk(2,3);Bookshelf(1,2);Table(8,10)"
14,10,"Wardrobe(1,0);Wardrobe(6,7);Dining Table(8,3)"
12,14,"Bed(5,7);Sofa(9,3);Desk(4,3);Bed(0,7);Sofa(2,7)"
11,14,"Bed(5,2);Wardrobe(3,3);Bed(3,3)"
10,9,"Wardrobe(3,6);Dining Table(7,3);Table(2,2);Table(0,1)"
10,8,"Bookshelf(5,6);Wardrobe(8,4);Bed(3,4)"
12,14,"Chair(10,12);Wardrobe(2,9);Bookshelf(1,6);Wardrobe(0,9);Wardrobe(5,6)"
8,10,"Desk(4,8);Bookshelf(2,7);Sofa(3,7)"
10,10,"Bookshelf(4,3);Bed(1,0);Dining Table(2,7)"
11,8,"Sofa(0,3);Dining Table(3,5);Dining Table(3,3);Sofa(4,2)"
9,8,"Bed(3,1);Wardrobe(7,2);Table(3,3);Sofa(3,4);Wardrobe(7,5)"
11,12,"Desk(8,3);Wardrobe(5,2);Chair(7,6);Desk(4,3);Wardrobe(3,0)"
14,8,"Bed(1,4);Table(6,2);Wardrobe(6,0);Wardrobe(0,5);Dining Table(8,2)"
11,13,"Wardrobe(6,7);Bookshelf(1,3);Dining Table(7,4);Table(5,10);Wardrobe(2,3)"
10,9,"Sofa(2,4);Desk(7,5);Bed(0,6)"
9,10,"Bed(1,7);Desk(5,2);Desk(3,9)"
8,10,"Sofa(1,7);Desk(3,2);Sofa(1,1);Wardrobe(3,1)"
14,8,"Bed(9,3);Dining Table(7,5);Dining Table(11,3)"
11,11,"Bookshelf(9,0);Wardrobe(6,3);Dining Table(2,3)"
8,13,"Wardrobe(6,6);Dining Table(0,5);Dining Table(2,2)"
11,11,"Table(7,1);Desk(0,5);Dining Table(7,8);Wardrobe(8,2);Chair(1,6)"
14,10,"Bookshelf(11,1);Wardrobe(4,6);Desk(2,8);Bed(5,1);Table(6,8)"
11,12,"Bookshelf(4,7);Wardrobe(6,1);Desk(0,0)"
9,11,"Table(1,8);Sofa(2,3);Wardrobe(3,8);Bed(4,6);Sofa(2,5)"
11,12,"Desk(7,11);Bookshelf(9,1);Desk(4,10)"
12,9,"Dining Table(2,2);Bed(3,7);Wardrobe(2,3)"
9,9,"Dining Table(6,4);Desk(6,2);Sofa(3,0);Dining Table(0,6)"
9,11,"Wardrobe(7,0);Chair(3,2);Sofa(5,4);Dining Table(4,0)"
14,13,"Chair(6,2);Wardrobe(2,2);Dining Table(7,9)"
14,10,"Table(8,3);Chair(2,0);Wardrobe(0,0);Chair(7,6);Bookshelf(12,8)"
13,12,"Desk(9,9);Chair(9,2);Desk(8,11);Sofa(6,8)"
10,11,"Chair(8,10);Chair(7,3);Desk(5,5);Bookshelf(0,4);Sofa(1,9)"
12,10,"Desk(4,6);Dining Table(9,4);Table(5,3);Desk(4,5);Bed(2,4)"
10,11,"Bed(3,1);Desk(7,2);Chair(1,10)"
13,9,"Desk(4,6);Dining Table(1,3);Bookshelf(7,1)"
8,9,"Chair(6,7);Dining Table(1,0);Dining Table(2,2)"
13,13,"Sofa(2,4);Desk(1,12);Bookshelf(9,0)"
10,13,"Bed(5,4);Table(7,5);Sofa(0,4)"
9,11,"Sofa(4,9);Table(0,8);Sofa(6,6);Chair(6,0);Bed(2,1)"
12,14,"Chair(1,4);Dining Table(1,11);Wardrobe(8,5);Sofa(5,9);Sofa(1,6)"
10,14,"Desk(4,9);Chair(9,2);Desk(3,4)"
11,9,"Wardrobe(2,4);Dining Table(6,6);Desk(7,0)"
14,9,"Chair(1,1);Chair(8,3);Desk(1,0);Chair(8,7);Bed(4,0)"
8,14,"Bed(4,0);Bed(1,11);Desk(5,1);Bookshelf(6,9);Wardrobe(4,2)"
11,12,"Chair(2,5);Bed(1,5);Desk(8,3);Bed(4,8);Bed(0,9)"
10,10,"Desk(5,2);Sofa(7,3);Bed(3,2)"
13,9,"Dining Table(4,1);Wardrobe(2,5);Bookshelf(5,4);Desk(5,5)"
10,9,"Wardrobe(1,0);Dining Table(1,2);Table(8,2);Sofa(0,3)"
14,14,"Bed(6,0);Bed(5,6);Dining Table(9,9);Chair(13,9)"
9,8,"Chair(5,1);Sofa(4,2);Dining Table(5,0);Chair(0,4)"
14,10,"Bed(4,0);Bed(0,4);Sofa(6,1);Chair(4,6);Bookshelf(10,4)"
12,14,"Bookshelf(0,2);Chair(9,4);Chair(5,6);Table(9,9)"
10,9,"Bed(5,5);Wardrobe(7,1);Wardrobe(3,4);Desk(7,6);Bed(3,1)"
10,10,"Desk(4,6);Bed(6,4);Desk(5,6)"
9,12,"Sofa(1,8);Chair(6,0);Desk(2,6)"
9,10,"Bookshelf(2,5);Chair(5,4);Dining Table(1,3)"
9,14,"Dining Table(3,4);Wardrobe(1,1);Chair(3,8)"
13,13,"Wardrobe(7,5);Bookshelf(8,6);Bed(6,6);Chair(8,8)"
14,9,"Table(10,7);Chair(4,4);Sofa(6,1);Desk(0,1)"
11,12,"Dining Table(4,3);Sofa(1,2);Chair(3,2);Table(7,5)"
13,12,"Chair(4,0);Bed(4,0);Wardrobe(5,1);Bookshelf(7,3);Bookshelf(3,4)"
8,8,"Desk(1,5);Chair(7,4);Table(0,6)"
10,11,"Chair(4,1);Table(4,2);Sofa(4,4);Chair(6,2)"
14,14,"Bookshelf(0,5);Table(9,7);Sofa(5,4);Desk(0,8)"
9,8,"Sofa(5,3);Wardrobe(4,1);Sofa(3,4);Dining Table(4,2)"
11,13,"Desk(2,11);Bed(6,9);Bed(2,7)"
13,11,"Wardrobe(3,0);Bookshelf(0,2);Sofa(7,4);Desk(7,4);Wardrobe(10,2)"
12,11,"Bed(3,1);Bookshelf(9,6);Table(9,0);Sofa(7,2)"
11,14,"Chair(0,11);Sofa(4,4);Wardrobe(4,6);Chair(5,12);Chair(7,3)"
13,13,"Bookshelf(6,1);Sofa(3,1);Table(0,9)"
10,11,"Dining Table(1,8);Dining Table(7,3);Dining Table(6,3)"
8,11,"Dining Table(1,6);Bookshelf(6,4);Wardrobe(6,4);Desk(5,7);Dining Table(2,2)"
8,14,"Bed(4,12);Desk(1,4);Bed(2,11);Wardrobe(5,1);Table(6,2)"
10,10,"Sofa(2,4);Dining Table(7,4);Table(4,1);Chair(6,3)"
13,8,"Wardrobe(7,3);Bookshelf(7,0);Bed(1,2)"
10,9,"Bookshelf(2,3);Desk(5,8);Table(6,4);Bookshelf(0,4);Table(5,4)"
13,8,"Wardrobe(1,2);Desk(3,7);Dining Table(0,0);Chair(1,7)"
13,8,"Desk(1,4);Wardrobe(11,1);Wardrobe(7,4);Bookshelf(5,5)"
14,14,"Wardrobe(9,1);Wardrobe(4,6);Sofa(1,1);Dining Table(1,10);Wardrobe(1,11)"
12,10,"Bookshelf(6,8);Sofa(9,8);Desk(1,3);Wardrobe(9,1)"
13,13,"Wardrobe(3,5);Wardrobe(0,7);Table(6,5)"
11,8,"Table(1,6);Table(3,5);Desk(4,5)"
13,14,"Dining Table(6,4);Bookshelf(10,3);Dining Table(1,10)"
9,13,"Desk(5,2);Chair(7,7);Sofa(1,3);Sofa(5,5)"
12,12,"Bed(6,7);Dining Table(3,2);Chair(4,0)"
13,12,"Wardrobe(6,3);Sofa(1,1);Dining Table(1,9)"
10,13,"Bookshelf(0,3);Wardrobe(8,9);Wardrobe(6,8);Chair(8,1);Bed(4,8)"
10,13,"Bookshelf(7,10);Bed(0,11);Chair(9,8);Wardrobe(4,7)"
10,11,"Sofa(7,2);Table(7,2);Desk(2,5);Sofa(0,8);Wardrobe(1,8)"
13,11,"Bookshelf(5,7);Wardrobe(2,8);Sofa(9,2);Bed(8,8);Table(11,6)"
12,8,"Sofa(2,1);Wardrobe(2,1);Table(1,6)"
11,12,"Wardrobe(5,9);Bookshelf(9,1);Bookshelf(3,9);Table(0,8);Bookshelf(4,4)"
14,9,"Wardrobe(11,5);Bed(9,5);Chair(7,6);Table(2,4)"
11,8,"Wardrobe(4,0);Dining Table(2,4);Bed(7,2);Bed(0,6)"
8,12,"Bed(3,9);Dining Table(2,3);Sofa(3,1)"
9,14,"Sofa(5,1);Sofa(2,1);Bookshelf(7,9);Table(1,12);Bed(1,12)"
13,8,"Chair(5,2);Table(1,1);Bookshelf(10,6);Desk(10,6)"
8,11,"Wardrobe(4,6);Dining Table(4,5);Wardrobe(3,6);Bookshelf(1,5);Dining Table(2,0)"
9,8,"Chair(8,2);Wardrobe(4,0);Desk(2,6)"
9,12,"Wardrobe(1,4);Sofa(4,2);Dining Table(0,5)"
10,8,"Desk(4,3);Dining Table(3,5);Bed(2,5);Table(0,3)"
10,9,"Chair(5,2);Bed(3,1);Bed(3,3);Bed(4,5);Bed(1,7)"
13,8,"Bookshelf(7,4);Dining Table(7,5);Bed(1,6)"
13,12,"Dining Table(7,2);Dining Table(9,5);Table(1,7)"
11,10,"Wardrobe(7,3);Wardrobe(6,4);Sofa(2,6);Sofa(3,5);Chair(4,6)"
10,8,"Bed(6,3);Table(5,1);Bookshelf(2,6)"
13,9,"Table(4,4);Bookshelf(6,5);Wardrobe(0,1);Table(3,4);Bed(6,7)"
8,8,"Table(4,2);Desk(0,3);Dining Table(0,3);Chair(3,3)"
13,13,"Bed(6,9);Bed(2,5);Chair(1,3);Table(7,5);Chair(11,5)"
13,11,"Desk(3,1);Table(8,2);Wardrobe(0,0);Wardrobe(3,5)"
14,8,"Table(6,4);Bookshelf(7,2);Table(0,2)"
14,12,"Chair(9,6);Wardrobe(0,4);Wardrobe(7,3)"
10,8,"Table(3,3);Chair(1,6);Dining Table(3,2);Bookshelf(7,5);Chair(5,5)"
10,11,"Table(8,9);Dining Table(1,6);Desk(4,8)"
8,10,"Table(6,2);Sofa(3,8);Sofa(0,7);Dining Table(4,3)"
12,10,"Wardrobe(9,6);Bed(1,8);Dining Table(3,2);Bookshelf(8,1);Dining Table(9,4)"
14,13,"Sofa(3,5);Dining Table(7,5);Table(5,10);Desk(6,4)"
10,13,"Table(0,0);Sofa(5,7);Bookshelf(4,4);Sofa(7,5);Bed(4,11)"
10,10,"Desk(4,6);Desk(5,2);Bookshelf(7,1);Wardrobe(0,5);Bookshelf(2,4)"
10,9,"Wardrobe(3,4);Dining Table(1,0);Wardrobe(8,2);Bookshelf(1,4);Desk(4,0)"
12,13,"Wardrobe(1,3);Dining Table(2,6);Chair(1,11);Bed(7,10);Dining Table(3,6)"
8,13,"Bed(1,8);Desk(5,10);Bookshelf(2,8);Desk(3,6)"
14,12,"Sofa(9,1);Bookshelf(6,6);Dining Table(5,7)"
12,13,"Bed(7,0);Desk(2,1);Bed(8,10);Bed(6,0)"
10,13,"Sofa(1,3);Sofa(6,7);Bed(1,6);Table(0,9);Chair(5,0)"
9,10,"Table(3,2);Sofa(2,4);Bed(1,3);Dining Table(4,2);Chair(8,6)"
9,11,"Bookshelf(6,7);Sofa(5,0);Bookshelf(7,8)"
9,10,"Wardrobe(2,0);Table(7,4);Desk(1,8);Wardrobe(2,4);Sofa(1,3)"
14,8,"Sofa(0,6);Desk(4,6);Desk(8,3);Chair(2,1)"
9,12,"Bed(3,3);Bookshelf(2,1);Sofa(2,2);Bed(1,7);Dining Table(5,3)"
13,10,"Sofa(5,8);Bookshelf(5,4);Dining Table(9,5)"
10,9,"Sofa(3,4);Chair(0,7);Table(1,0);Desk(2,3)"
9,13,"Sofa(5,11);Bed(2,7);Table(2,9)"
13,9,"Chair(4,3);Dining Table(10,4);Table(4,3);Table(4,0)"
11,13,"Bed(2,6);Desk(5,12);Dining Table(7,5);Chair(4,2);Table(7,4)"
10,11,"Table(6,9);Dining Table(4,2);Bookshelf(3,1);Bed(5,9);Bed(2,7)"
10,8,"Bookshelf(7,4);Sofa(0,4);Sofa(4,6)"
11,12,"Bookshelf(4,0);Dining Table(2,2);Sofa(6,9)"
9,8,"Chair(6,5);Desk(2,6);Bookshelf(1,6);Wardrobe(1,3)"
8,9,"Bookshelf(3,4);Dining Table(5,0);Sofa(3,5)"
10,9,"Wardrobe(5,1);Desk(3,1);Chair(5,6);Table(5,7);Table(7,0)"
12,14,"Bookshelf(10,2);Bed(6,11);Bookshelf(2,12)"
10,10,"Sofa(0,3);Wardrobe(7,7);Bed(2,2)"
13,14,"Chair(9,7);Bed(5,4);Sofa(0,4)"
11,12,"Table(3,3);Desk(3,7);Desk(0,9);Bed(2,6);Bed(4,3)"
10,13,"Dining Table(5,5);Sofa(6,10);Desk(3,10)"
12,13,"Sofa(8,2);Bookshelf(1,6);Dining Table(4,4)"
10,8,"Sofa(0,2);Sofa(6,5);Wardrobe(0,5);Desk(3,2)"
10,11,"Bed(6,9);Dining Table(3,5);Sofa(2,1);Table(7,8)"
11,8,"Table(0,2);Dining Table(6,5);Dining Table(1,4);Wardrobe(2,4);Bookshelf(4,0)"
13,13,"Wardrobe(6,7);Wardrobe(4,4);Dining Table(0,5)"
13,10,"Wardrobe(10,3);Wardrobe(10,7);Sofa(7,7);Bookshelf(0,2);Bed(5,8)"
14,14,"Wardrobe(4,2);Chair(5,8);Desk(6,11);Wardrobe(8,7)"
12,10,"Table(9,5);Bed(7,0);Dining Table(4,1);Table(6,1)"
9,12,"Bookshelf(2,3);Dining Table(2,1);Bed(2,1);Bed(0,5);Sofa(0,10)"
8,10,"Bookshelf(1,6);Desk(2,7);Desk(5,6);Dining Table(2,2);Bookshelf(5,8)"
9,10,"Wardrobe(6,7);Wardrobe(4,2);Table(0,7)"
8,9,"Chair(3,1);Table(2,6);Table(3,0)"
12,10,"Table(7,8);Desk(3,5);Desk(1,0);Bookshelf(3,4)"
13,14,"Desk(1,9);Chair(1,12);Bed(0,11);Chair(6,8)"
8,10,"Bed(3,7);Chair(7,9);Table(5,6);Wardrobe(5,3)"
11,8,"Bookshelf(8,5);Wardrobe(3,2);Table(6,0)"
9,12,"Chair(1,10);Bed(3,2);Sofa(6,1);Desk(5,4);Desk(0,0)"
10,13,"Wardrobe(0,6);Sofa(2,10);Bookshelf(1,7)"
10,13,"Bed(5,5);Sofa(1,0);Bed(4,2);Table(8,6)"
10,14,"Bed(0,7);Bed(6,11);Wardrobe(1,11)"
13,14,"Chair(10,3);Chair(5,7);Dining Table(1,5);Sofa(3,7);Dining Table(3,8)"
8,11,"Bookshelf(3,1);Desk(1,7);Desk(0,8);Dining Table(1,2);Bookshelf(1,5)"
13,10,"Desk(1,2);Table(1,5);Dining Table(2,6)"
12,11,"Table(6,1);Chair(3,4);Sofa(1,0);Dining Table(2,1);Bookshelf(1,8)"
11,9,"Sofa(4,7);Bookshelf(5,6);Bed(1,7);Table(7,6)"
9,12,"Table(6,3);Bed(0,0);Bed(4,2);Chair(1,0)"
12,12,"Sofa(1,1);Table(6,8);Wardrobe(6,9)"
10,10,"Bed(2,1);Table(3,1);Table(8,2)"
14,11,"Sofa(3,1);Table(3,9);Sofa(10,5)"
13,11,"Bookshelf(5,1);Chair(1,0);Dining Table(2,7)"
14,8,"Dining Table(11,5);Desk(7,3);Wardrobe(11,1);Sofa(11,6)"
8,11,"Wardrobe(5,3);Sofa(2,4);Dining Table(3,0);Chair(4,7)"
8,8,"Bed(0,4);Table(1,6);Dining Table(0,5);Wardrobe(3,1)"
12,13,"Chair(7,5);Sofa(0,5);Wardrobe(8,5);Table(10,8)"
8,10,"Bed(0,6);Desk(5,7);Bookshelf(6,3)"
8,13,"Sofa(1,11);Sofa(3,0);Bed(3,4);Wardrobe(5,8)"
12,12,"Dining Table(8,2);Chair(11,4);Desk(4,3)"
12,12,"Chair(4,1);Desk(5,9);Sofa(3,3)"
9,8,"Dining Table(3,0);Dining Table(5,1);Wardrobe(1,4);Sofa(3,5);Chair(2,6)"
11,11,"Desk(6,9);Bookshelf(8,7);Chair(4,6);Table(7,7);Table(8,2)"
11,13,"Table(2,8);Chair(10,11);Dining Table(3,10);Wardrobe(5,0)"
14,14,"Sofa(11,10);Bookshelf(3,6);Wardrobe(0,1);Wardrobe(1,11);Desk(6,1)"
14,11,"Bookshelf(2,4);Sofa(2,6);Wardrobe(2,0)"
13,13,"Wardrobe(4,1);Bookshelf(4,3);Bed(5,11);Wardrobe(3,8);Wardrobe(10,6)"
14,14,"Wardrobe(7,0);Sofa(6,12);Desk(4,8)"
9,9,"Chair(8,8);Chair(3,6);Chair(3,6)"
10,12,"Table(8,2);Bed(5,7);Sofa(6,10);Desk(3,6);Desk(0,5)"
10,12,"Desk(7,10);Wardrobe(7,9);Bed(2,5)"
8,8,"Wardrobe(2,4);Table(2,5);Sofa(1,4);Bookshelf(2,3);Desk(1,6)"
14,9,"Desk(10,6);Desk(3,2);Wardrobe(4,2);Sofa(6,1);Table(5,5)"
11,10,"Wardrobe(7,6);Table(0,5);Bookshelf(7,4);Table(8,2);Bookshelf(7,6)"
11,13,"Wardrobe(4,8);Dining Table(2,7);Table(3,2);Desk(5,7);Bookshelf(1,10)"
10,13,"Chair(0,6);Table(1,11);Desk(7,4)"
10,14,"Desk(7,4);Dining Table(3,10);Desk(3,5);Bed(3,3);Desk(0,2)"
14,8,"Chair(4,1);Dining Table(7,3);Chair(6,2);Table(1,3)"
13,8,"Sofa(9,5);Table(2,6);Desk(8,1)"
8,13,"Table(0,6);Table(3,6);Dining Table(2,5);Desk(0,9)"
13,9,"Desk(8,4);Dining Table(5,4);Dining Table(2,5)"
9,12,"Bed(5,3);Sofa(5,4);Bookshelf(4,2);Chair(8,2)"
10,10,"Bookshelf(6,6);Desk(7,2);Chair(5,6);Wardrobe(1,4);Table(0,6)"
8,12,"Table(6,0);Bed(4,0);Wardrobe(1,3)"
13,10,"Desk(8,5);Dining Table(4,1);Chair(5,4);Bookshelf(10,3);Bed(4,7)"
10,13,"Wardrobe(5,2);Bookshelf(1,3);Wardrobe(0,6);Wardrobe(0,7)"
10,9,"Desk(3,1);Desk(7,2);Bookshelf(1,5);Dining Table(3,1);Wardrobe(7,5)"
12,10,"Sofa(0,1);Desk(3,4);Sofa(3,5);Bed(7,8)"
10,10,"Desk(7,7);Wardrobe(8,3);Bed(1,2);Dining Table(4,1);Dining Table(2,7)"
10,11,"Bookshelf(2,4);Dining Table(6,8);Sofa(5,7);Bed(3,3)"
13,13,"Wardrobe(7,0);Bed(6,6);Desk(2,6);Dining Table(4,2)"
13,13,"Wardrobe(0,9);Bookshelf(8,11);Wardrobe(3,8);Dining Table(9,3)"
12,10,"Dining Table(2,4);Table(8,6);Table(9,8);Wardrobe(10,6)"
10,11,"Bed(5,1);Chair(1,8);Chair(0,9);Chair(4,3)"
14,14,"Wardrobe(11,11);Chair(4,8);Dining Table(9,3)"
9,10,"Table(6,3);Dining Table(0,1);Chair(0,5);Bed(4,4)"
10,13,"Bed(1,4);Table(7,8);Desk(3,8);Chair(7,4)"
13,10,"Table(2,4);Chair(12,6);Bookshelf(1,2);Table(5,1)"
9,10,"Bookshelf(2,1);Desk(6,2);Wardrobe(0,6);Desk(0,7)"
12,12,"Chair(1,10);Sofa(5,2);Chair(7,8)"
14,10,"Bookshelf(2,4);Desk(4,0);Desk(5,1)"
13,14,"Desk(6,6);Table(1,2);Wardrobe(2,6)"
10,11,"Sofa(6,9);Chair(9,4);Dining Table(3,3);Dining Table(4,4)"
8,14,"Sofa(5,12);Bed(3,8);Bookshelf(5,4);Desk(1,5);Sofa(3,8)"
10,14,"Wardrobe(7,10);Dining Table(1,4);Dining Table(4,5);Sofa(5,2);Desk(1,2)"
13,14,"Chair(7,4);Bed(1,3);Wardrobe(7,7);Sofa(0,9);Wardrobe(11,8)"
12,11,"Chair(7,2);Desk(4,3);Chair(1,4);Dining Table(4,8)"
9,12,"Desk(5,9);Table(5,2);Desk(0,0);Chair(7,7)"
